ADAIR,ADAMS,ALLAMAKEE,APPANOOSE,AUDUBON,BENTON,BLACK HAWK,BOONE,BREMER,BUCHANAN,BUENA VISTA,BUTLER,CALHOUN,CARROLL,CASS,CEDAR,CERRO GORDO,CHEROKEE,CHICKASAW,CLARKE,CLAY,CLAYTON,CLINTON,CRAWFORD,DALLAS,DAVIS,DECATUR,DELAWARE,DES MOINES,DICKINSON,DUBUQUE,EL PASO,EMMET,FAYETTE,FLOYD,FRANKLIN,FREMONT,GREENE,GRUNDY,GUTHRIE,HAMILTON,HANCOCK,HARDIN,HARRISON,HENRY,HOWARD,HUMBOLDT,IDA,IOWA,JACKSON,JASPER,JEFFERSON,JOHNSON,JONES,KEOKUK,KOSSUTH,LEE,LINN,LOUISA,LUCAS,LYON,MADISON,MAHASKA,MARION,MARSHALL,MILLS,MITCHELL,MONONA,MONROE,MONTGOMERY,MUSCATINE,O'BRIEN,OSCEOLA,PAGE,PALO ALTO,PLYMOUTH,POCAHONTAS,POLK,POTTAWATTAMIE,POWESHIEK,RINGGOLD,SAC,SCOTT,SHELBY,SIOUX,STORY,TAMA,TAYLOR,UNION,VAN BUREN,WAPELLO,WARREN,WASHINGTON,WAYNE,WEBSTER,WINNEBAGO,WINNESHIEK,WOODBURY,WORTH,WRIGHT,m_sin,m_cos,t
29287.2,6632.54,47325.47,71856.44,11628.08,48873.56,1183039.2,114979.45,111534.18,102273.37,125930.61,20581.02,25582.15,153064.84,78150.1,38906.52,410006.6,50381.44,27456.38,53168.96,104422.51,41416.89,288023.6,99200.91,317012.97,7768.05,11549.64,71092.63,249909.9,233345.78,641478.44,1.0,29822.43,87374.8,66772.2,27313.47,4011.14,22958.11,17434.7,15691.04,72618.1,18908.72,135311.84,30409.67,94762.22,54567.16,35857.39,30443.94,103386.22,91556.37,130249.27,65328.16,1244268.6,104352.22,11433.69,121827.02,232779.94,1772164.8,19907.92,29656.79,56338.11,32127.96,76964.65,147594.19,231119.84,32311.12,32047.13,41593.57,25262.08,40493.95,235963.33,90469.7,17015.16,74438.45,50743.76,136010.44,29328.41,4187004.8,820510.3,96107.36,10073.32,36790.95,1387430.5,48199.55,118435.78,748255.3,48184.92,7256.31,76939.86,16235.28,206572.6,155630.6,110469.82,7472.74,210700.38,46782.37,104692.91,734081.5,15012.6,51166.06,0.5,0.8660254,24
23346.04,4811.37,57233.05,42316.12,13289.54,49971.06,1154990.0,125904.46,111649.39,99843.27,121871.86,20947.35,20460.03,142917.27,68526.95,39488.63,376935.62,52736.43,29350.48,47028.04,117219.47,44185.02,253779.05,97187.47,267731.34,6422.93,13753.87,74876.4,277099.12,152227.23,639661.06,1.0,39059.18,80823.31,88257.09,35225.52,2871.06,21655.19,15275.71,14471.44,55182.93,15231.83,123326.86,28186.3,82446.98,78106.43,47813.42,29127.35,118149.11,76918.23,125132.15,54082.15,1253597.1,80611.57,9407.32,129134.28,216511.97,1709345.4,12283.01,38588.95,51791.47,51901.24,70372.26,126435.3,186017.56,30677.63,35304.9,39300.51,24394.93,37419.33,209336.34,93681.94,16031.26,68805.56,44411.34,90505.52,26884.57,4199553.5,707867.9,96113.33,12654.52,32408.56,1381758.0,46344.09,88963.3,609550.7,37801.38,4348.0,64586.15,12800.25,170290.75,153326.52,99270.5,3501.49,209488.19,49488.04,145332.5,668811.2,17826.97,37846.68,0.8660254,0.5,25
39474.96,6849.82,53375.31,40913.96,11787.37,47767.7,1132857.1,102133.19,110881.99,96054.14,106256.41,15517.49,23936.41,139578.03,84417.14,28316.63,447007.47,40978.48,22702.04,38529.86,87786.24,61671.11,224871.7,60217.4,413275.12,8668.74,10486.38,77336.0,318888.7,179207.11,569099.75,1.0,29163.0,97646.68,71294.53,43084.95,1730.98,24098.78,26447.32,23465.53,48423.32,25031.24,114547.99,36714.36,80759.05,42024.69,50136.14,32972.8,117942.74,104738.17,137547.33,67510.63,1153167.9,73075.71,12981.75,127249.71,303378.16,1739378.2,21561.92,19128.82,52123.38,27948.67,60699.8,130041.52,201992.12,33605.94,29442.94,44711.14,18738.16,38805.55,227628.3,82470.12,15310.92,78020.41,61561.22,109878.31,25705.99,4190676.2,812106.4,87595.55,6598.96,32427.29,1430649.9,55845.1,89915.47,554267.75,44138.66,8334.62,60872.57,14379.77,170309.6,125224.92,123513.33,3862.9,205362.14,51306.74,84776.61,633277.5,21774.44,47075.74,1.0,6.123234e-17,26
30170.35,7060.51,60028.22,75820.62,12467.25,54839.27,1324152.8,139915.34,158255.34,98717.65,138296.64,24427.97,28803.06,159328.1,66875.88,34902.54,392111.2,59204.87,36071.63,36493.34,124707.32,49791.12,247031.98,154258.66,444984.5,8251.02,13086.7,56879.46,234774.98,281254.94,719321.9,1.0,66327.41,110516.22,97736.77,36756.93,1320.94,22677.49,23437.43,18018.79,76668.68,24625.34,183322.66,33982.78,71779.66,56398.82,62544.43,36003.72,120602.02,78124.44,149212.22,45976.33,1301136.8,86963.77,9176.4,144311.7,258222.9,1967529.9,24081.83,34156.9,58045.08,53671.03,90317.11,162436.31,262440.06,35131.95,41255.65,47195.05,22236.82,51859.5,233350.62,103755.95,23725.98,88163.84,47808.97,135731.33,21850.2,5185578.5,651669.1,137011.72,13302.64,49423.46,1691147.8,85779.69,148767.48,825727.94,52193.07,9206.42,83612.61,13289.15,233283.97,156662.64,99360.93,3332.17,277229.53,63151.32,113633.07,780152.5,17856.65,46857.03,0.8660254,-0.5,27
31821.94,6280.41,55445.07,53703.9,9469.28,52235.3,1313906.1,157684.34,133169.44,108473.95,132725.17,17299.28,28996.28,208102.44,74754.22,53115.2,426821.62,45284.51,32126.96,50387.86,121157.07,46112.27,302156.7,143796.28,395166.16,7390.37,14145.82,55550.5,273440.7,376523.1,638509.56,1.0,52264.1,92986.46,76678.03,35823.57,1387.405,31192.62,16395.22,17003.09,71423.44,19827.03,139375.94,35055.95,71221.79,48664.79,52292.24,29567.49,128883.16,96868.42,141307.8,55569.28,1340066.6,92789.39,9297.83,127920.34,213499.9,1758117.6,14219.48,28191.61,51264.43,31791.85,70004.76,143607.25,213390.1,33319.77,35628.04,41154.51,18620.97,41456.74,227279.98,70028.18,18145.02,76796.1,49155.26,121556.92,26063.4,4871907.0,675973.7,118936.01,9098.14,42922.28,1383603.4,39935.16,111229.87,536117.0,49092.64,7399.21,69799.34,8977.23,176510.53,177103.42,105616.53,4734.91,211827.16,75964.49,99496.16,694242.9,14841.87,41703.03,0.5,-0.8660254,28
43487.55,8228.19,85226.89,50385.57,21646.97,65032.98,1244620.0,120389.16,187028.98,120800.88,127546.76,28837.13,28248.02,186897.67,100246.5,40582.24,593251.8,58263.27,39781.34,42874.74,121258.99,71569.35,242219.98,81504.81,840796.06,5904.38,19526.5,85540.26,332512.94,571084.6,628027.0,1.0,50430.08,70915.98,109147.44,47320.32,1453.87,38171.28,26434.28,37098.78,97623.65,20640.39,150005.11,45326.24,84973.13,85111.88,57640.9,28125.48,125522.62,109241.17,161892.19,95024.94,1385624.6,85731.36,15513.63,131881.7,384973.72,2151433.0,21764.76,32631.58,64470.36,59654.29,57916.37,147204.08,256744.25,40213.39,42631.23,38105.58,18056.73,59143.46,302614.66,144496.16,26018.75,109133.67,54931.21,153719.12,31364.73,5467013.5,941314.3,126145.42,14323.8,46200.68,1817057.0,78337.64,130356.31,537435.44,58665.68,8250.74,78765.59,18597.18,171600.72,144237.36,122308.46,6150.41,261167.94,42801.65,91287.71,732863.6,25161.6,52909.35,1.2246469e-16,-1.0,29
31767.78,5926.99,79085.5,79139.1,14755.84,54723.22,1309866.8,134427.33,135942.06,127248.76,139868.38,23422.68,36295.77,229537.47,78839.05,54288.65,528844.8,54119.37,25089.98,47052.56,125718.68,69491.57,303115.7,97654.71,414254.7,8909.8,12686.87,74299.9,250006.12,516732.12,701550.06,1.0,45071.89,98550.42,84522.28,38271.94,1520.335,25829.22,29997.82,32887.21,58747.79,28968.72,131918.89,33620.72,62796.16,65729.56,49161.09,40294.24,135865.8,93275.47,138303.14,56859.06,1243532.2,98137.47,12869.85,196363.95,253991.4,1818671.2,20151.71,33365.1,59201.32,40931.09,74408.35,190587.08,181606.27,37225.51,39362.4,52926.48,26846.69,50143.43,177007.8,85254.14,18691.53,82425.41,77057.92,120543.91,30136.28,4681085.0,753277.7,114445.38,12973.34,60993.51,1644480.2,48191.49,86151.07,557001.94,54702.57,11645.77,63785.91,14131.44,224061.72,180289.08,99274.26,6387.88,190286.48,77758.7,114776.45,839892.44,18371.4,44273.71,-0.5,-0.8660254,30
38134.92,6785.68,70145.58,61528.46,15104.34,55762.51,1265090.2,134292.39,133318.73,99230.94,121664.39,25758.98,28310.47,157079.66,102358.79,38509.62,467396.53,56429.23,28850.1,38434.24,121687.02,72623.06,255620.14,72336.93,435445.34,6597.62,10008.91,68500.04,293734.6,392368.25,550684.9,1.0,44793.93,75724.58,76974.77,39493.81,1586.8,29852.38,26665.44,24160.94,50319.42,22758.47,131559.45,39875.95,94998.34,59684.72,37598.24,30818.4,127822.3,116138.37,144052.95,59892.47,1393613.6,91706.25,13596.78,117625.16,305059.12,1851540.8,19110.86,26316.18,52386.91,52915.05,67247.8,152479.8,181088.0,32027.73,34332.35,44533.77,24287.74,41544.4,249901.22,89196.97,21625.41,89448.85,47059.98,93454.57,30311.72,4622020.5,713867.8,120025.95,8887.25,43970.07,1484432.0,55962.67,89800.57,751790.25,39864.52,4179.38,61082.85,14640.85,194141.25,152435.6,102657.16,4630.54,209542.19,46966.99,82079.96,718701.4,19001.04,38210.18,-0.8660254,-0.5,31
34425.83,9854.27,55874.41,64305.82,10741.49,68990.26,1316127.0,128308.87,166227.94,128393.87,127003.96,22656.76,26281.66,212485.78,77802.11,37233.85,380656.12,56333.25,28777.36,34447.57,139431.83,60236.49,237289.06,69849.11,517293.8,7426.95,11024.17,83183.71,285170.3,311262.84,710910.4,1.0,55496.16,101275.33,104963.25,34107.63,1341.34,23759.04,22577.48,23500.23,92987.85,22302.17,184417.9,37136.63,81106.79,63266.44,66471.34,33990.71,115639.17,81865.45,133769.55,68833.33,1487383.1,90522.3,12175.0,118019.09,235819.44,2090935.0,22999.4,42224.54,61765.98,51962.72,78470.73,189471.73,280075.16,41054.07,45447.85,37767.54,27710.53,65221.72,227033.31,108039.91,18582.08,103841.91,60568.1,193062.86,24723.86,5157423.5,955763.75,130888.3,15762.72,34761.13,1581140.9,127893.02,170774.6,757634.9,53504.17,11940.12,91559.1,21299.65,218335.39,205922.95,129799.97,3444.85,300678.4,52176.98,115237.92,742183.2,16860.34,48114.4,-1.0,-1.8369701e-16,32
29602.25,7154.57,83046.13,75531.34,14870.08,62452.95,1497020.2,202281.06,177583.75,112640.05,190862.56,22396.1,28925.51,223055.92,84685.05,49787.28,569422.3,88263.7,25002.16,96450.46,120985.04,56528.49,374550.03,228624.31,688144.7,7997.64,19565.22,67137.12,307000.34,201127.1,842209.44,1.0,55951.01,114960.23,85502.46,49275.46,1596.16,41182.34,19336.75,18885.57,72766.47,25373.27,142746.66,32383.6,101547.62,79096.62,67987.64,41001.58,145197.16,81503.36,149202.17,63964.8,1795056.6,85148.19,11739.6,188449.28,295346.12,2225154.5,16063.83,48953.91,60374.97,48198.02,128004.39,230632.1,228099.8,34282.76,28066.15,52195.72,26237.58,52884.43,315625.06,103108.7,13328.65,165347.61,39986.73,126220.73,31245.05,5936050.5,854112.06,131333.52,13954.96,46750.89,1917993.8,87271.72,138331.52,965202.2,45051.74,8533.98,73953.89,15300.47,277752.62,169728.8,108584.29,3547.27,272499.78,64351.39,148302.05,891275.1,26487.64,44549.37,-0.8660254,0.5,33
33291.52,7750.54,64204.7,54155.82,10724.78,60707.1,1216048.0,125288.61,142457.19,93239.61,145233.39,21334.44,17872.26,166906.22,102118.74,36801.99,384036.97,43197.01,32687.16,46767.58,130248.17,44707.23,231217.05,85837.93,607416.06,10696.24,16438.72,56921.34,263492.4,178536.58,571362.6,1.0,49751.66,78289.69,85074.87,41812.18,2306.95,19565.47,19401.03,17998.75,64196.27,23408.96,127480.39,41552.13,73615.71,51515.9,43993.03,33450.01,137700.55,95500.69,126650.6,46570.33,1397878.2,72870.71,10050.86,133543.84,237305.94,1753909.4,19757.24,29416.45,54504.34,57729.76,68723.31,137805.92,190562.8,31081.94,27666.87,44262.49,19971.89,50808.39,204745.95,110285.53,21258.8,80298.1,41682.48,123357.78,24522.01,4185784.0,718858.4,101761.41,8002.09,41609.61,1476792.5,54332.34,107660.81,663235.5,40297.71,7747.53,83352.23,10752.73,190785.75,193731.31,113064.45,8613.31,206305.98,49123.53,97068.46,718180.0,17299.78,44250.46,-0.5,0.8660254,34
48272.73,13201.33,84799.74,100002.42,21640.58,77060.39,1875845.8,185975.89,193786.88,158412.44,184176.23,28645.3,34741.65,306480.4,143461.81,53651.49,657332.5,65747.34,52655.78,63300.06,165243.19,68498.62,372493.56,96596.13,485514.06,11953.55,16023.61,110350.67,484164.78,273351.5,932989.25,1.0,65343.64,111643.14,122436.65,54866.95,1353.19,36805.62,33585.7,28774.28,89309.43,24810.65,220256.3,47211.39,153212.14,106901.09,71135.31,41244.93,159745.3,134947.0,205424.94,102215.98,1661845.9,115782.9,18021.92,198995.56,462171.16,2737664.8,24520.27,54268.81,80033.21,87280.02,106448.39,186697.27,316187.97,42750.36,50856.78,53361.54,40958.98,74570.02,354268.3,152071.69,28872.47,118354.02,59119.37,168042.12,35249.15,6792693.0,1062573.9,154181.45,16709.23,49342.86,2342403.0,64142.58,144430.64,885032.5,72863.72,9208.45,113311.83,19124.67,305367.44,234001.31,174161.03,14344.48,332498.1,70161.36,158617.05,1106495.8,27515.44,61392.26,-2.4492937e-16,1.0,35
32222.04,4963.48,46676.93,53354.26,11090.17,39464.17,1045384.1,100070.12,116253.16,91140.12,112710.85,23841.46,24736.09,168529.61,70034.92,37806.52,417709.9,45022.05,27960.08,31867.06,111983.03,55375.83,236002.86,68318.51,238404.86,6173.74,13425.98,59799.6,257669.42,250523.05,561063.9,1.0,30955.59,65099.14,70015.14,35765.99,2164.9,27888.04,26041.97,17309.05,62346.24,23542.32,125004.39,36427.63,75948.79,39689.79,36279.96,36010.61,116016.92,90793.1,132622.34,54443.59,1154587.8,74724.44,12256.23,122442.24,253158.89,1565928.6,21535.05,25008.53,59606.65,45469.51,71111.04,123438.43,213143.66,31756.26,28030.52,44444.78,23510.65,40076.04,225330.98,87975.62,19891.34,81604.34,52745.89,106453.56,24509.93,4043112.0,743092.4,81740.95,8099.16,35013.63,1234223.8,41428.68,93366.26,579003.75,44714.45,9943.09,71459.95,12419.2,170710.7,158942.95,89705.1,9859.79,227812.64,49817.62,79761.93,662473.44,17689.83,52409.91,0.5,0.8660254,36
32410.62,6760.18,53787.16,51943.64,14202.39,60708.08,1255189.5,157299.25,129256.35,91770.52,161587.03,22465.24,23581.85,167084.36,100548.6,44194.25,405554.47,58633.56,32669.7,37947.86,132654.83,46238.93,254402.94,117388.7,303242.75,7954.36,14928.85,58366.02,277238.7,165715.27,682235.1,1.0,42125.31,89471.86,110710.72,37913.83,1542.96,85261.06,22538.49,18156.45,60830.03,18803.79,141917.33,34552.1,92631.26,67794.25,48932.19,35391.57,101477.55,97058.8,127381.45,57058.22,1226609.1,73352.63,11158.42,151053.34,293339.97,1954839.9,15885.69,24294.71,54317.13,54923.31,64300.38,141930.66,239655.8,29383.42,35930.21,34586.35,22733.77,39873.35,236377.27,86456.35,18785.33,79819.29,44892.58,120995.87,30680.82,4589680.0,736386.5,104818.25,9315.13,37980.19,1605186.0,84917.71,110625.24,711949.9,58041.1,9430.54,76173.21,12285.32,226243.8,183095.83,118340.96,8562.08,221385.34,52506.43,97164.91,751020.6,16792.44,49235.63,0.8660254,0.5,37
38926.65,8614.37,55527.87,46460.58,13984.9,85237.41,1297142.5,114279.69,161887.44,111665.02,121083.67,22866.24,21206.66,146982.22,86549.72,33778.48,365157.66,61366.37,31445.12,67607.26,128378.5,61269.62,241591.4,88559.33,366628.3,7215.68,8262.82,68318.4,352075.03,244216.94,785410.5,1.0,48466.91,99412.6,103504.36,44561.81,1607.38,28148.31,29210.2,24122.78,67863.13,23507.46,144904.62,56811.18,84275.36,60891.42,64391.13,28452.7,78792.64,108151.62,138790.84,84885.59,1358657.5,95696.46,12195.09,132430.48,352802.5,2316431.5,21774.0,27544.51,72692.26,120042.69,98552.72,130586.73,246464.34,38224.21,40954.92,34656.33,21100.12,61453.7,253375.03,103376.41,27544.19,126949.3,61121.94,113125.51,28920.49,5223007.5,942765.75,90828.84,9318.61,39654.8,1696543.5,59719.73,121593.37,668588.75,52134.38,8750.2,80257.95,14862.94,182055.06,207574.7,120056.82,8210.7,269942.0,51638.31,91919.06,774266.5,25651.36,52114.77,1.0,6.123234e-17,38
27979.72,6363.79,70812.74,70251.96,11758.14,46940.1,1359769.5,151059.72,134289.98,94404.87,157456.66,22903.51,30341.11,205748.94,74689.22,35730.36,516741.38,59084.57,21669.2,59947.14,106110.85,52058.66,311630.16,103384.64,439005.25,7767.01,11575.32,54324.92,262209.53,236817.86,603212.6,1.0,41688.79,92418.96,107770.72,37151.5,1555.42,35266.67,18028.28,17620.6,54810.25,27188.8,120661.0,31329.95,84462.33,46407.83,36376.69,36612.0,88635.55,84804.32,135845.56,63598.83,1607596.5,85239.79,8431.11,148189.69,325484.28,1827080.0,20547.56,34751.52,58260.07,46618.74,76915.08,158841.56,216700.95,31096.42,30393.2,53872.4,27535.44,43922.6,217423.95,93248.04,17410.18,81209.83,35091.53,118784.23,22713.81,5269324.5,712558.0,111067.34,9632.3,49402.75,1851555.5,60862.18,122250.92,770007.4,49816.96,9759.78,68660.35,10586.68,249388.97,161727.67,118450.27,9324.45,249041.55,65504.99,111185.59,828992.9,24929.21,40683.89,0.8660254,-0.5,39
30562.95,9342.59,82405.2,70047.65,12188.67,58870.53,1311219.1,147799.88,153584.19,106874.5,150065.16,14396.77,24287.16,192656.38,100236.79,41428.59,477346.88,57248.23,29820.83,56061.69,151401.23,54038.25,255172.83,104301.16,437460.53,7665.27,13252.81,63791.21,263038.06,452758.56,674598.5,1.0,52160.92,85267.9,108656.76,30536.66,3079.24,49818.76,21756.12,19904.69,76800.11,23493.64,140569.73,36451.93,69550.24,60199.49,70993.79,37867.24,70325.01,103252.7,138576.56,65968.06,1385246.5,79860.72,11426.34,136870.19,252667.78,1930953.6,14259.29,40170.51,56893.53,50258.64,65567.21,154291.8,259641.05,36872.67,35598.63,40704.4,38955.84,43086.44,204481.88,91059.73,20233.89,81195.08,44540.62,140606.11,24752.55,5217701.0,694124.7,114128.04,12476.35,43541.49,1447558.0,74529.43,132187.84,600234.0,45667.34,6717.78,89369.64,13937.8,204654.52,190584.23,108149.82,6894.7,276636.84,102236.44,111578.12,756723.56,22208.42,45975.66,0.5,-0.8660254,40
43092.23,8380.78,84352.42,85659.41,18357.84,64236.46,1501931.5,146781.28,211433.53,125487.5,180020.36,32872.11,36789.63,203533.97,106886.27,45151.11,473419.03,60994.15,36720.64,39317.33,137156.8,76737.49,268105.44,89525.06,436642.53,9856.11,9141.5,85066.16,356206.03,666457.5,811644.25,1.0,50814.59,92850.51,115219.0,45239.25,2851.75,39065.9,31823.71,32071.29,79904.4,28468.27,184556.81,52955.94,108545.78,67928.33,55143.93,77902.96,90118.97,124845.6,147871.62,79633.33,1519418.6,107249.97,11367.74,196695.86,370517.97,2519505.2,19653.55,37364.3,70947.72,59145.76,87796.03,179693.27,277552.75,35253.26,42663.24,46056.11,21781.97,60585.52,312479.34,143459.2,23213.92,112824.13,50001.44,189124.23,23183.01,6086034.5,1067314.8,111230.58,13323.11,51099.99,2004842.4,77090.37,134270.52,668481.8,57519.86,8114.95,96994.55,18558.78,240742.6,225774.52,130697.92,7346.68,307987.8,60208.89,115174.42,1048374.5,18755.71,52491.44,1.2246469e-16,-1.0,41
35684.14,7739.78,65204.88,71021.07,13015.65,60259.69,1260347.9,135449.28,126906.19,107646.86,153233.48,20139.52,27066.42,221328.39,89576.52,74050.43,600179.6,56949.44,31742.89,77809.51,122977.58,62774.68,333053.84,111974.43,391435.7,7176.9,14222.55,75876.63,336489.38,527920.2,648710.7,1.0,41949.11,81108.01,88374.76,43586.47,2624.26,79748.26,27338.65,31417.47,84852.19,29349.82,178496.86,34893.5,83418.65,68041.33,42544.54,42435.2,82765.2,88381.55,135954.69,75352.73,1190805.5,83959.5,11028.8,147469.77,285378.34,1760608.1,24749.86,39825.0,63985.95,54977.15,69264.17,198642.06,243902.84,35924.1,35761.04,45470.06,24112.42,38445.44,202376.55,99028.98,19466.95,74652.01,58015.92,102092.69,32218.75,4967600.5,774932.06,128384.24,12257.85,53192.19,1633890.0,51874.71,99729.24,579881.9,45709.93,9079.52,57510.83,11682.42,221091.95,178021.94,123132.03,9911.33,262012.08,58320.18,109575.7,793811.3,24970.2,50224.73,-0.5,-0.8660254,42
33305.1,7325.59,72833.68,57115.89,16075.13,44572.62,1233619.6,135117.48,117625.66,115315.5,120551.33,21551.53,26698.29,153970.0,94381.27,35194.62,447406.97,65006.27,31524.87,30704.02,113528.04,73198.44,241807.31,71116.2,473855.28,5814.05,10336.47,93359.98,367841.3,388222.75,644729.5,1.0,32950.1,84959.12,89039.81,42043.46,2854.36,37398.09,26718.16,31525.13,52272.75,20584.96,142701.6,48382.47,109021.2,53511.62,38120.87,38363.57,88592.29,112404.81,132868.98,69690.79,1477835.4,97940.64,10397.03,123858.43,370612.47,1958470.5,18913.8,31248.43,61812.8,50870.01,69293.81,164512.69,228789.03,35523.11,30269.95,37560.58,18361.86,45858.78,261837.34,101318.69,19472.61,79920.24,43699.97,98644.94,26480.4,4918001.5,769831.8,111115.7,12015.81,48205.42,1554981.5,79479.71,92891.35,625239.56,54070.25,8978.03,74460.07,14773.33,178088.42,197471.92,130660.26,6512.14,224928.44,49374.18,101884.37,730875.06,20438.97,41373.61,-0.8660254,-0.5,43
31099.34,9895.46,74884.91,97135.82,12392.84,61985.71,1204951.8,163156.78,157046.38,100073.72,140903.16,22744.65,28250.8,187026.31,117511.48,34249.36,392296.5,66144.71,32282.66,44722.46,151943.86,61188.48,253696.03,132650.55,548297.2,8956.72,16788.56,69762.69,277018.22,337480.44,793382.44,1.0,58895.28,100560.33,99278.85,35242.64,2532.67,53452.7,18298.94,19485.46,66016.26,29377.29,148696.4,36393.83,81481.75,81968.18,55164.28,49458.36,80615.71,85241.68,136101.62,83782.12,1749170.4,82841.64,10961.12,153433.38,334156.56,2062236.2,15695.17,36144.67,79724.27,75639.9,104974.81,184849.2,310183.94,46184.14,42918.44,52580.59,27975.01,52446.71,208086.8,124643.09,24577.24,115430.52,61306.02,123725.84,26854.29,5025007.0,842993.9,108857.49,12639.85,50352.05,1653917.0,112035.3,172454.16,998165.7,56101.0,11105.68,80289.27,19963.93,213967.14,163367.2,99928.52,8172.15,307886.8,62528.25,115719.35,861904.0,17900.01,52223.67,-1.0,-1.8369701e-16,44
34306.51,7235.66,63574.05,90126.02,8770.55,77074.1,1657200.8,182920.86,189851.9,124978.5,174999.95,24435.11,20630.89,241760.53,106688.41,49537.25,551571.5,63508.97,26870.45,95947.44,131976.73,51690.53,330822.53,151375.92,638805.6,7273.9,20798.8,77917.02,300139.22,200903.48,740124.1,1.0,50362.07,102813.86,94069.87,38380.01,2210.98,50558.39,26901.04,23694.37,69379.82,23483.8,152638.69,37968.9,84230.34,54792.71,63378.31,52730.44,84828.71,95469.51,130157.15,66489.85,1551033.9,72153.56,13488.35,124248.17,282982.3,2200890.2,17063.54,32529.79,59481.99,56735.99,65202.33,159786.86,229550.67,33956.21,31712.3,38635.56,20728.63,73803.25,320821.12,104392.03,21206.03,149803.97,44470.89,199003.45,28637.25,6244631.5,928998.5,126895.24,15355.69,37721.75,1774536.4,82197.19,113781.88,797150.56,50994.64,8657.86,81069.04,13280.52,248577.94,235029.66,126639.34,8083.85,299766.1,48620.96,115402.78,802562.8,27245.08,39031.4,-0.8660254,0.5,45
42253.0,8008.04,63013.62,51131.5,19920.85,51362.1,1289223.5,116407.78,113642.3,111401.48,125127.04,24696.53,21082.37,176964.05,113967.07,42455.87,449659.16,52462.46,25633.88,36893.89,103763.47,58242.42,265438.97,81586.49,646846.2,7206.25,15571.46,94038.13,397000.53,204849.27,622674.56,1.0,52958.2,86282.05,84093.13,43469.73,4784.88,32811.77,26887.15,31194.28,64377.39,26341.34,159892.6,52687.96,105593.41,33456.44,45498.83,49342.28,79873.73,112804.67,157361.67,75951.0,1683595.2,71790.41,17204.42,133905.16,391179.84,2332097.5,23916.32,30989.95,55790.41,52540.18,62327.91,144116.58,208616.58,28733.98,29194.79,40115.9,24626.36,53533.39,296980.97,84262.44,15194.03,71583.99,50191.34,81725.44,21258.79,5179792.5,819805.4,96606.45,11925.73,43057.8,1754696.1,64416.46,92518.73,760917.56,40098.34,7949.11,73557.2,17548.64,213073.9,201679.3,169760.23,10998.25,241136.45,53574.45,89973.26,947114.8,17981.24,41888.65,-0.5,0.8660254,46
42920.52,15979.08,90517.82,91146.13,22104.1,75376.78,1648585.0,200732.92,182557.7,117238.07,205176.3,30232.07,37933.88,276252.0,81015.12,55030.8,654948.5,96930.16,51205.57,86610.25,179993.55,49484.28,409812.38,145001.38,641926.7,13137.97,29177.76,70862.03,405873.38,291458.62,1142385.2,1.0,82432.47,144386.66,154910.12,54830.73,1615.17,64068.35,26759.08,29083.9,110725.03,34269.25,180366.02,48587.51,104122.47,75850.64,91925.57,62715.9,102822.5,104219.81,158347.02,86971.31,1768753.4,90440.49,19658.13,198428.19,364571.34,2560917.0,18446.12,55209.14,95086.54,99096.4,127393.3,234019.6,352119.47,53978.3,53973.58,51029.4,39342.28,72391.9,284391.53,153890.28,33001.52,123295.26,57731.16,164003.61,37172.29,6984242.0,1024052.2,163991.11,12333.22,57168.39,2210450.5,47769.3,216740.56,799716.6,83599.15,12123.81,119017.44,14358.13,397051.9,247107.34,126737.02,11574.23,394645.38,72708.18,145595.55,1157131.0,24366.08,91802.06,-2.4492937e-16,1.0,47
28267.55,6363.56,48476.58,50447.38,9909.69,46703.91,1108628.2,114742.8,125978.11,82385.62,102349.62,19731.58,38734.01,157563.36,94290.05,40304.17,397929.4,46784.74,20771.47,39274.25,99089.82,46868.22,220118.27,66841.76,313847.44,6281.06,12644.04,72159.95,248782.3,214878.77,591622.5,1.0,41577.01,80149.66,84360.52,16079.27,2605.6,37708.11,25971.14,18579.0,44350.28,19437.56,124776.04,26044.55,72328.11,38405.59,38621.15,38209.34,62108.15,91574.27,118154.36,67969.48,1101714.2,60680.37,10856.96,110442.75,233311.06,1791817.0,17391.57,28391.48,54786.99,47828.84,63872.76,106212.36,216707.89,33975.01,31404.58,42198.66,17064.83,44912.43,217144.52,76420.39,18361.99,56740.17,45655.03,104290.93,29257.48,4179846.8,690156.8,84986.55,13249.12,38314.5,1339441.0,43211.15,92620.53,622222.44,41806.0,12787.53,73202.85,16477.93,164070.3,141363.92,101069.61,9069.21,233992.12,49922.61,84345.2,734492.25,19145.94,43485.59,0.5,0.8660254,48
